participant,type,score,memory_score,image_memory_order,food_order,quality,attract,mood,image_id
53,donut,18,low,3,1,中质量,有吸引力,非常正面,8
54,wine,20,high,2,2,高质量,无吸引力,正面,1
54,wine,35,low,2,1,高质量,有吸引力,正面,2
54,cake,20,high,4,2,高质量,有吸引力,正面,3
54,cake,10,low,4,1,中质量,无吸引力,正面,4
54,sandwich,20,high,3,1,中质量,无吸引力,正面,5
54,sandwich,35,low,3,2,高质量,有吸引力,正面,6
54,donut,15,high,1,1,高质量,有吸引力,正面,7
54,donut,25,low,1,2,中质量,无吸引力,正面,8
55,wine,15,high,4,2,中质量,有吸引力,非常正面,1
55,wine,20,low,4,1,高质量,无吸引力,非常正面,2
55,cake,30,high,2,2,中质量,有吸引力,非常正面,3
55,cake,20,low,2,1,中质量,无吸引力,非常正面,4
55,sandwich,15,high,3,2,高质量,无吸引力,非常正面,5
55,sandwich,15,low,3,1,高质量,有吸引力,非常正面,6
55,donut,15,high,1,2,中质量,有吸引力,非常正面,7
55,donut,10,low,1,1,高质量,无吸引力,非常正面,8
56,wine,18,high,3,2,高质量,无吸引力,正面,1
56,wine,15,low,3,1,低质量,有吸引力,正面,2
56,cake,22,high,2,2,高质量,无吸引力,正面,3
56,cake,26,low,2,1,高质量,有吸引力,正面,4
56,sandwich,20,high,1,2,中质量,有吸引力,正面,5
56,sandwich,22,low,1,1,中质量,无吸引力,正面,6
56,donut,12,high,4,2,中质量,无吸引力,正面,7
56,donut,13,low,4,1,低质量,有吸引力,正面,8
57,wine,50,high,1,2,高质量,有吸引力,非常正面,1
57,wine,45,low,1,1,高质量,无吸引力,非常正面,2
57,cake,45,high,4,1,高质量,有吸引力,非常正面,3
57,cake,50,low,4,2,中质量,无吸引力,非常正面,4
57,sandwich,25,high,2,1,中质量,无吸引力,非常正面,5
57,sandwich,50,low,2,2,高质量,有吸引力,非常正面,6
57,donut,36,high,3,1,高质量,无吸引力,非常正面,7
57,donut,28,low,3,2,高质量,有吸引力,非常正面,8
58,wine,20,high,1,1,中质量,无吸引力,中立,1
58,wine,15,low,1,2,高质量,有吸引力,中立,2
58,cake,22,high,2,1,中质量,有吸引力,中立,3
58,cake,15,low,2,2,低质量,无吸引力,中立,4
58,sandwich,30,high,4,1,高质量,有吸引力,中立,5
58,sandwich,25,low,4,2,高质量,无吸引力,中立,6
58,donut,10,high,3,1,中质量,有吸引力,中立,7
58,donut,10,low,3,2,中质量,无吸引力,中立,8
59,wine,18,high,3,2,中质量,有吸引力,非常正面,1
59,wine,18,low,3,1,中质量,无吸引力,非常正面,2
59,cake,25,high,4,1,中质量,有吸引力,非常正面,3
59,cake,20,low,4,2,中质量,无吸引力,非常正面,4
59,sandwich,25,high,1,2,高质量,有吸引力,非常正面,5
59,sandwich,20,low,1,1,中质量,无吸引力,非常正面,6
59,donut,18,high,2,2,低质量,无区别,非常正面,7
59,donut,15,low,2,1,低质量,无区别,非常正面,8
60,wine,23,high,3,1,高质量,无吸引力,非常正面,1
60,wine,26,low,3,2,高质量,有吸引力,非常正面,2
60,cake,34,high,4,2,高质量,有吸引力,非常正面,3
60,cake,28,low,4,1,中质量,无吸引力,非常正面,4
60,sandwich,23,high,1,2,中质量,无吸引力,非常正面,5
60,sandwich,27,low,1,1,高质量,有吸引力,非常正面,6
60,donut,29,high,2,2,高质量,有吸引力,非常正面,7
60,donut,25,low,2,1,中质量,无吸引力,非常正面,8
61,wine,15,high,2,2,高质量,无吸引力,非常正面,1
61,wine,10,low,2,1,中质量,有吸引力,非常正面,2
61,cake,30,high,4,2,高质量,有吸引力,非常正面,3
61,cake,20,low,4,1,高质量,无吸引力,非常正面,4
61,sandwich,30,high,3,2,中质量,有吸引力,非常正面,5
61,sandwich,20,low,3,1,高质量,无吸引力,非常正面,6
61,donut,15,high,1,2,高质量,无吸引力,非常正面,7
61,donut,20,low,1,1,中质量,有吸引力,非常正面,8
62,wine,12,high,1,2,高质量,无吸引力,正面,1
62,wine,15,low,1,1,高质量,有吸引力,正面,2
62,cake,16,high,3,1,中质量,有吸引力,正面,3
62,cake,20,low,3,2,中质量,无吸引力,正面,4
62,sandwich,25,high,4,2,高质量,有吸引力,正面,5
62,sandwich,15,low,4,1,中质量,无吸引力,正面,6
62,donut,30,high,2,2,高质量,有吸引力,正面,7
62,donut,13,low,2,1,低质量,无吸引力,正面,8
63,wine,20,high,4,1,中质量,无吸引力,中立,1
63,wine,35,low,4,2,高质量,有吸引力,中立,2
63,cake,30,high,1,2,高质量,有吸引力,中立,3
63,cake,23,low,1,1,中质量,无吸引力,中立,4
63,sandwich,15,high,2,2,中质量,无吸引力,中立,5
63,sandwich,25,low,2,1,高质量,有吸引力,中立,6
63,donut,20,high,3,2,中质量,有吸引力,中立,7
63,donut,20,low,3,1,高质量,无吸引力,中立,8
64,wine,12,high,4,2,中质量,有吸引力,中立,1
64,wine,15,low,4,1,低质量,无吸引力,中立,2
64,cake,20,high,3,2,高质量,有吸引力,中立,3
64,cake,20,low,3,1,低质量,无吸引力,中立,4
64,sandwich,15,high,2,2,中质量,有吸引力,中立,5
64,sandwich,10,low,2,1,低质量,无吸引力,中立,6
64,donut,20,high,1,2,中质量,无区别,中立,7
64,donut,15,low,1,1,低质量,无区别,中立,8
65,wine,15,high,2,1,高质量,无吸引力,正面,1
65,wine,17,low,2,2,高质量,有吸引力,正面,2
65,cake,10,high,3,1,高质量,无吸引力,正面,3
65,cake,20,low,3,2,高质量,有吸引力,正面,4
65,sandwich,18,high,4,1,中质量,有吸引力,正面,5
65,sandwich,11,low,4,2,中质量,无吸引力,正面,6
65,donut,20,high,1,2,中质量,有吸引力,正面,7
65,donut,15,low,1,1,中质量,无吸引力,正面,8
66,wine,18,high,1,2,低质量,有吸引力,中立,1
66,wine,12,low,1,1,低质量,无吸引力,中立,2
66,cake,12,high,4,1,低质量,有吸引力,中立,3
66,cake,12,low,4,2,中质量,无吸引力,中立,4
66,sandwich,22,high,3,1,中质量,无区别,中立,5
66,sandwich,22,low,3,2,低质量,无区别,中立,6
66,donut,20,high,2,1,低质量,无吸引力,中立,7
66,donut,18,low,2,2,低质量,有吸引力,中立,8
67,wine,25,high,4,2,中质量,有吸引力,正面,1
67,wine,35,low,4,1,高质量,无吸引力,正面,2
67,cake,15,high,1,2,高质量,无吸引力,正面,3
67,cake,25,low,1,1,中质量,有吸引力,正面,4
67,sandwich,45,high,3,1,中质量,无吸引力,正面,5
67,sandwich,35,low,3,2,低质量,有吸引力,正面,6
67,donut,20,high,2,2,高质量,无吸引力,正面,7
67,donut,38,low,2,1,中质量,有吸引力,正面,8
68,wine,25,high,3,2,高质量,有吸引力,正面,1
68,wine,20,low,3,1,中质量,无吸引力,正面,2
68,cake,36,high,2,2,高质量,有吸引力,正面,3
68,cake,15,low,2,1,低质量,无吸引力,正面,4
68,sandwich,35,high,4,2,高质量,有吸引力,正面,5
68,sandwich,30,low,4,1,高质量,无吸引力,正面,6
68,donut,30,high,1,1,中质量,有吸引力,正面,7
68,donut,18,low,1,2,低质量,无吸引力,正面,8
69,wine,40,high,2,1,低质量,无吸引力,中立,1
69,wine,46,low,2,2,中质量,有吸引力,中立,2
69,cake,35,high,1,1,高质量,有吸引力,中立,3
69,cake,36,low,1,2,中质量,无吸引力,中立,4
69,sandwich,20,high,3,1,低质量,无吸引力,中立,5
69,sandwich,26,low,3,2,低质量,有吸引力,中立,6
69,donut,27,high,4,2,中质量,无吸引力,中立,7
69,donut,30,low,4,1,中质量,有吸引力,中立,8
70,wine,15,high,3,2,低质量,无吸引力,正面,1
70,wine,30,low,3,1,中质量,有吸引力,正面,2
70,cake,30,high,1,1,高质量,有吸引力,正面,3
70,cake,20,low,1,2,中质量,无吸引力,正面,4
70,sandwich,20,high,4,1,高质量,有吸引力,正面,5
70,sandwich,25,low,4,2,中质量,无吸引力,正面,6
70,donut,20,high,2,1,低质量,有吸引力,正面,7
70,donut,15,low,2,2,中质量,无吸引力,正面,8
71,wine,35,high,4,2,高质量,有吸引力,正面,1
71,wine,25,low,4,1,中质量,无吸引力,正面,2
71,cake,40,high,1,2,高质量,有吸引力,正面,3
71,cake,20,low,1,1,低质量,无吸引力,正面,4
71,sandwich,38,high,3,1,高质量,有吸引力,正面,5
71,sandwich,30,low,3,2,高质量,无吸引力,正面,6
71,donut,32,high,2,2,中质量,有吸引力,正面,7
71,donut,15,low,2,1,低质量,无吸引力,正面,8
72,wine,15,high,3,1,低质量,无吸引力,非常正面,1
72,wine,20,low,3,2,中质量,有吸引力,非常正面,2
72,cake,20,high,1,2,中质量,有吸引力,非常正面,3
72,cake,15,low,1,1,低质量,无吸引力,非常正面,4
72,sandwich,12,high,4,1,中质量,无吸引力,非常正面,5
72,sandwich,20,low,4,2,高质量,有吸引力,非常正面,6
72,donut,20,high,2,1,低质量,无区别,非常正面,7
72,donut,12,low,2,2,低质量,无区别,非常正面,8
73,wine,18,high,2,1,低质量,有吸引力,非常正面,1
73,wine,15,low,2,2,中质量,无吸引力,非常正面,2
73,cake,15,high,4,2,中质量,有吸引力,非常正面,3
73,cake,15,low,4,1,高质量,无吸引力,非常正面,4
73,sandwich,13,high,3,2,高质量,无吸引力,非常正面,5
73,sandwich,18,low,3,1,低质量,有吸引力,非常正面,6
73,donut,18,high,1,2,中质量,有吸引力,非常正面,7
73,donut,10,low,1,1,中质量,无吸引力,非常正面,8
74,wine,10,high,1,1,中质量,无吸引力,非常正面,1
74,wine,16,low,1,2,中质量,有吸引力,非常正面,2
74,cake,21,high,4,1,中质量,有吸引力,非常正面,3
74,cake,28,low,4,2,高质量,无吸引力,非常正面,4
74,sandwich,18,high,2,2,中质量,有吸引力,非常正面,5
74,sandwich,20,low,2,1,中质量,无吸引力,非常正面,6
74,donut,14,high,3,1,高质量,有吸引力,非常正面,7
74,donut,16,low,3,2,中质量,无吸引力,非常正面,8
75,wine,15,high,4,1,中质量,无吸引力,正面,1
75,wine,30,low,4,2,中质量,有吸引力,正面,2
75,cake,25,high,1,2,高质量,有吸引力,正面,3
75,cake,20,low,1,1,中质量,无吸引力,正面,4
75,sandwich,25,high,2,2,中质量,无吸引力,正面,5
75,sandwich,35,low,2,1,高质量,有吸引力,正面,6
75,donut,25,high,3,1,高质量,有吸引力,正面,7
75,donut,15,low,3,2,中质量,无吸引力,正面,8
76,wine,15,high,2,2,高质量,无吸引力,正面,1
76,wine,20,low,2,1,中质量,有吸引力,正面,2
76,cake,10,high,3,2,高质量,有吸引力,正面,3
76,cake,15,low,3,1,中质量,无吸引力,正面,4
76,sandwich,30,high,1,1,中质量,有吸引力,正面,5
76,sandwich,20,low,1,2,中质量,无吸引力,正面,6
76,donut,25,high,4,1,高质量,有吸引力,正面,7
76,donut,20,low,4,2,高质量,无吸引力,正面,8
77,wine,12,high,1,1,低质量,无吸引力,正面,1
77,wine,18,low,1,2,中质量,有吸引力,正面,2
77,cake,30,high,3,1,高质量,有吸引力,正面,3
77,cake,25,low,3,2,低质量,无吸引力,正面,4
77,sandwich,35,high,2,2,中质量,无区别,正面,5
77,sandwich,18,low,2,1,低质量,无区别,正面,6
77,donut,10,high,4,2,低质量,无吸引力,正面,7
77,donut,12,low,4,1,中质量,有吸引力,正面,8
78,wine,40,high,3,1,中质量,有吸引力,正面,1
78,wine,15,low,3,2,中质量,无吸引力,正面,2
78,cake,10,high,2,1,中质量,有吸引力,正面,3
78,cake,25,low,2,2,低质量,无吸引力,正面,4
78,sandwich,10,high,4,2,中质量,无吸引力,正面,5
78,sandwich,45,low,4,1,高质量,有吸引力,正面,6
78,donut,25,high,1,2,中质量,有吸引力,正面,7
78,donut,10,low,1,1,低质量,无吸引力,正面,8
79,wine,50,high,3,1,高质量,有吸引力,非常正面,1
79,wine,38,low,3,2,高质量,无吸引力,非常正面,2
79,cake,50,high,2,2,高质量,有吸引力,非常正面,3
79,cake,45,low,2,1,高质量,无吸引力,非常正面,4
79,sandwich,15,high,1,2,中质量,无吸引力,非常正面,5
79,sandwich,50,low,1,1,高质量,有吸引力,非常正面,6
79,donut,48,high,4,2,中质量,无吸引力,非常正面,7
79,donut,50,low,4,1,高质量,有吸引力,非常正面,8
80,wine,22,high,2,1,低质量,无吸引力,中立,1
80,wine,24,low,2,2,低质量,有吸引力,中立,2
80,cake,20,high,1,2,中质量,有吸引力,中立,3
80,cake,22,low,1,1,中质量,无吸引力,中立,4
80,sandwich,18,high,4,2,中质量,无区别,中立,5
80,sandwich,20,low,4,1,低质量,无区别,中立,6
80,donut,24,high,3,2,低质量,无区别,中立,7
80,donut,20,low,3,1,低质量,无区别,中立,8
81,wine,20,high,3,2,中质量,有吸引力,正面,1
81,wine,10,low,3,1,低质量,无吸引力,正面,2
81,cake,25,high,4,2,中质量,有吸引力,正面,3
81,cake,15,low,4,1,低质量,无吸引力,正面,4
81,sandwich,40,high,2,2,高质量,有吸引力,正面,5
81,sandwich,20,low,2,1,低质量,无吸引力,正面,6
81,donut,15,high,1,1,中质量,有吸引力,正面,7
81,donut,10,low,1,2,低质量,无吸引力,正面,8
82,wine,50,high,1,2,中质量,无区别,中立,1
82,wine,11,low,1,1,中质量,无区别,中立,2
82,cake,48,high,2,2,中质量,无区别,中立,3
82,cake,10,low,2,1,中质量,无区别,中立,4
82,sandwich,50,high,4,1,高质量,无区别,中立,5
82,sandwich,12,low,4,2,高质量,无区别,中立,6
82,donut,50,high,3,1,中质量,无区别,中立,7
82,donut,10,low,3,2,中质量,无区别,中立,8
83,wine,15,high,2,2,高质量,有吸引力,正面,1
83,wine,20,low,2,1,低质量,无吸引力,正面,2
83,cake,10,high,3,2,高质量,有吸引力,正面,3
83,cake,15,low,3,1,低质量,无吸引力,正面,4
83,sandwich,15,high,1,1,中质量,无吸引力,正面,5
83,sandwich,20,low,1,2,高质量,有吸引力,正面,6
83,donut,25,high,4,1,中质量,有吸引力,正面,7
83,donut,15,low,4,2,中质量,无吸引力,正面,8
84,wine,15,high,2,2,中质量,无吸引力,正面,1
84,wine,25,low,2,1,高质量,有吸引力,正面,2
84,cake,25,high,1,1,高质量,无吸引力,正面,3
84,cake,25,low,1,2,中质量,有吸引力,正面,4
84,sandwich,20,high,3,2,中质量,无吸引力,正面,5
84,sandwich,30,low,3,1,高质量,有吸引力,正面,6
84,donut,20,high,4,2,中质量,有吸引力,正面,7
84,donut,15,low,4,1,低质量,无吸引力,正面,8
85,wine,36,high,2,2,高质量,无吸引力,非常正面,1
85,wine,28,low,2,1,高质量,有吸引力,非常正面,2
85,cake,40,high,1,2,高质量,有吸引力,非常正面,3
85,cake,25,low,1,1,高质量,无吸引力,非常正面,4
85,sandwich,18,high,3,2,高质量,无吸引力,非常正面,5
85,sandwich,30,low,3,1,高质量,有吸引力,非常正面,6
85,donut,42,high,4,2,高质量,有吸引力,非常正面,7
85,donut,12,low,4,1,低质量,无吸引力,非常正面,8
86,wine,15,high,4,2,低质量,无吸引力,正面,1
86,wine,20,low,4,1,中质量,有吸引力,正面,2
86,cake,30,high,3,2,高质量,有吸引力,正面,3
86,cake,20,low,3,1,中质量,无吸引力,正面,4
86,sandwich,40,high,2,1,中质量,有吸引力,正面,5
86,sandwich,25,low,2,2,中质量,无吸引力,正面,6
86,donut,15,high,1,2,低质量,无吸引力,正面,7
86,donut,18,low,1,1,高质量,有吸引力,正面,8
87,wine,10,high,2,1,低质量,有吸引力,中立,1
87,wine,10,low,2,2,低质量,无吸引力,中立,2
87,cake,13,high,3,2,中质量,无吸引力,中立,3
87,cake,14,low,3,1,中质量,有吸引力,中立,4
87,sandwich,20,high,4,2,中质量,有吸引力,中立,5
87,sandwich,18,low,4,1,中质量,无吸引力,中立,6
87,donut,13,high,1,1,低质量,有吸引力,中立,7
87,donut,11,low,1,2,低质量,无吸引力,中立,8
88,wine,20,high,4,1,中质量,有吸引力,中立,1
88,wine,10,low,4,2,低质量,无吸引力,中立,2
88,cake,25,high,2,2,中质量,有吸引力,中立,3
88,cake,15,low,2,1,低质量,无吸引力,中立,4
88,sandwich,40,high,3,2,高质量,有吸引力,中立,5
88,sandwich,25,low,3,1,低质量,无吸引力,中立,6
88,donut,20,high,1,2,中质量,有吸引力,中立,7
88,donut,15,low,1,1,低质量,无吸引力,中立,8
89,wine,20,high,2,2,中质量,有吸引力,中立,1
89,wine,10,low,2,1,中质量,无吸引力,中立,2
89,cake,10,high,4,1,低质量,有吸引力,中立,3
89,cake,10,low,4,2,低质量,无吸引力,中立,4
89,sandwich,30,high,1,2,高质量,有吸引力,中立,5
89,sandwich,20,low,1,1,中质量,无吸引力,中立,6
89,donut,20,high,3,2,中质量,无区别,中立,7
89,donut,10,low,3,1,高质量,无区别,中立,8
90,wine,48,high,2,1,中质量,无区别,中立,1
90,wine,12,low,2,2,中质量,无区别,中立,2
90,cake,49,high,4,1,中质量,无区别,中立,3
90,cake,18,low,4,2,中质量,无区别,中立,4
90,sandwich,43,high,1,1,中质量,无区别,中立,5
90,sandwich,11,low,1,2,中质量,无区别,中立,6
90,donut,46,high,3,1,中质量,无区别,中立,7
90,donut,15,low,3,2,中质量,无区别,中立,8
91,wine,10,high,4,1,低质量,有吸引力,中立,1
91,wine,11,low,4,2,低质量,无吸引力,中立,2
91,cake,15,high,2,1,中质量,无吸引力,中立,3
91,cake,15,low,2,2,高质量,有吸引力,中立,4
91,sandwich,16,high,1,2,高质量,有吸引力,中立,5
91,sandwich,13,low,1,1,低质量,无吸引力,中立,6
91,donut,11,high,3,2,低质量,有吸引力,中立,7
91,donut,12,low,3,1,低质量,无吸引力,中立,8
92,wine,25,high,3,1,高质量,有吸引力,正面,1
92,wine,20,low,3,2,中质量,无吸引力,正面,2
92,cake,15,high,4,2,高质量,有吸引力,正面,3
92,cake,20,low,4,1,低质量,无吸引力,正面,4
92,sandwich,20,high,1,2,中质量,有吸引力,正面,5
92,sandwich,10,low,1,1,低质量,无吸引力,正面,6
92,donut,10,high,2,2,中质量,无吸引力,正面,7
92,donut,15,low,2,1,中质量,有吸引力,正面,8
93,wine,20,high,3,1,高质量,无吸引力,正面,1
93,wine,26,low,3,2,高质量,有吸引力,正面,2
93,cake,29,high,4,2,中质量,有吸引力,正面,3
93,cake,20,low,4,1,低质量,无吸引力,正面,4
93,sandwich,30,high,2,1,高质量,有吸引力,正面,5
93,sandwich,20,low,2,2,高质量,无吸引力,正面,6
93,donut,35,high,1,1,高质量,有吸引力,正面,7
93,donut,21,low,1,2,低质量,无吸引力,正面,8
94,wine,40,high,3,1,高质量,有吸引力,正面,1
94,wine,30,low,3,2,中质量,无吸引力,正面,2
94,cake,45,high,1,1,高质量,有吸引力,正面,3
94,cake,20,low,1,2,低质量,无吸引力,正面,4
94,sandwich,35,high,4,1,高质量,有吸引力,正面,5
94,sandwich,30,low,4,2,中质量,无吸引力,正面,6
94,donut,30,high,2,2,高质量,有吸引力,正面,7
94,donut,18,low,2,1,低质量,无吸引力,正面,8
95,wine,25,high,1,1,中质量,无吸引力,非常正面,1
95,wine,30,low,1,2,高质量,有吸引力,非常正面,2
95,cake,32,high,3,2,中质量,有吸引力,非常正面,3
95,cake,24,low,3,1,中质量,无吸引力,非常正面,4
95,sandwich,33,high,2,1,高质量,有吸引力,非常正面,5
95,sandwich,21,low,2,2,中质量,无吸引力,非常正面,6
95,donut,36,high,4,1,高质量,有吸引力,非常正面,7
95,donut,22,low,4,2,低质量,无吸引力,非常正面,8
96,wine,30,high,4,2,中质量,无吸引力,正面,1
96,wine,50,low,4,1,高质量,有吸引力,正面,2
96,cake,30,high,2,2,高质量,有吸引力,正面,3
96,cake,20,low,2,1,高质量,无吸引力,正面,4
96,sandwich,25,high,1,2,高质量,有吸引力,正面,5
96,sandwich,20,low,1,1,中质量,无吸引力,正面,6
96,donut,15,high,3,2,中质量,无区别,正面,7
96,donut,20,low,3,1,中质量,无区别,正面,8
97,wine,25,high,2,2,中质量,有吸引力,中立,1
97,wine,15,low,2,1,低质量,无吸引力,中立,2
97,cake,30,high,1,1,中质量,有吸引力,中立,3
97,cake,18,low,1,2,低质量,无吸引力,中立,4
97,sandwich,20,high,4,2,中质量,有吸引力,中立,5
97,sandwich,15,low,4,1,低质量,无吸引力,中立,6
97,donut,15,high,3,1,低质量,无吸引力,中立,7
97,donut,10,low,3,2,中质量,有吸引力,中立,8
98,wine,10,high,2,2,高质量,有吸引力,非常正面,1
98,wine,10,low,2,1,低质量,无吸引力,非常正面,2
98,cake,20,high,4,1,中质量,有吸引力,非常正面,3
98,cake,20,low,4,2,低质量,无吸引力,非常正面,4
98,sandwich,12,high,3,2,高质量,有吸引力,非常正面,5
98,sandwich,12,low,3,1,高质量,无吸引力,非常正面,6
98,donut,15,high,1,1,中质量,无吸引力,非常正面,7
98,donut,15,low,1,2,中质量,有吸引力,非常正面,8
99,wine,20,high,1,2,中质量,无吸引力,正面,1
99,wine,30,low,1,1,中质量,有吸引力,正面,2
99,cake,18,high,2,1,中质量,有吸引力,正面,3
99,cake,12,low,2,2,低质量,无吸引力,正面,4
99,sandwich,15,high,4,1,低质量,无吸引力,正面,5
99,sandwich,25,low,4,2,高质量,有吸引力,正面,6
99,donut,30,high,3,1,高质量,有吸引力,正面,7
99,donut,10,low,3,2,低质量,无吸引力,正面,8
100,wine,45,high,4,2,高质量,有吸引力,非常正面,1
100,wine,30,low,4,1,高质量,无吸引力,非常正面,2
100,cake,50,high,3,2,高质量,有吸引力,非常正面,3
100,cake,15,low,3,1,高质量,无吸引力,非常正面,4
100,sandwich,20,high,2,2,中质量,无吸引力,非常正面,5
100,sandwich,40,low,2,1,高质量,有吸引力,非常正面,6
100,donut,45,high,1,1,高质量,有吸引力,非常正面,7
100,donut,20,low,1,2,中质量,无吸引力,非常正面,8
101,wine,25,high,3,2,中质量,有吸引力,正面,1
101,wine,22,low,3,1,高质量,无吸引力,正面,2
101,cake,30,high,2,2,高质量,无吸引力,正面,3
101,cake,25,low,2,1,高质量,有吸引力,正面,4
101,sandwich,30,high,1,2,高质量,有吸引力,正面,5
101,sandwich,35,low,1,1,高质量,无吸引力,正面,6
101,donut,20,high,4,2,中质量,有吸引力,正面,7
101,donut,20,low,4,1,低质量,无吸引力,正面,8
102,wine,10,high,4,2,中质量,无吸引力,中立,1
102,wine,15,low,4,1,中质量,有吸引力,中立,2
102,cake,10,high,3,2,中质量,有吸引力,中立,3
102,cake,12,low,3,1,中质量,无吸引力,中立,4
102,sandwich,10,high,1,2,低质量,无区别,中立,5
102,sandwich,15,low,1,1,低质量,无区别,中立,6
102,donut,10,high,2,1,中质量,无吸引力,中立,7
102,donut,13,low,2,2,高质量,有吸引力,中立,8
103,wine,20,high,3,1,中质量,无吸引力,正面,1
103,wine,30,low,3,2,中质量,有吸引力,正面,2
103,cake,10,high,4,2,中质量,无吸引力,正面,3
103,cake,25,low,4,1,高质量,有吸引力,正面,4
103,sandwich,20,high,1,2,中质量,有吸引力,正面,5
103,sandwich,10,low,1,1,低质量,无吸引力,正面,6
103,donut,10,high,2,1,低质量,有吸引力,正面,7
103,donut,12,low,2,2,低质量,无吸引力,正面,8
104,wine,40,high,3,2,高质量,有吸引力,正面,1
104,wine,25,low,3,1,高质量,无吸引力,正面,2
104,cake,30,high,1,2,高质量,有吸引力,正面,3
104,cake,20,low,1,1,中质量,无吸引力,正面,4
104,sandwich,30,high,2,2,中质量,无吸引力,正面,5
104,sandwich,40,low,2,1,高质量,有吸引力,正面,6
104,donut,20,high,4,1,中质量,无吸引力,正面,7
104,donut,20,low,4,2,高质量,有吸引力,正面,8
105,wine,25,high,2,1,中质量,无区别,非常正面,1
105,wine,18,low,2,2,中质量,无区别,非常正面,2
105,cake,20,high,3,1,中质量,无吸引力,非常正面,3
105,cake,20,low,3,2,中质量,有吸引力,非常正面,4
105,sandwich,25,high,1,2,中质量,有吸引力,非常正面,5
105,sandwich,22,low,1,1,低质量,无吸引力,非常正面,6
105,donut,20,high,4,2,低质量,无区别,非常正面,7
105,donut,18,low,4,1,中质量,无区别,非常正面,8
106,wine,20,high,3,2,中质量,无吸引力,非常正面,1
106,wine,25,low,3,1,高质量,有吸引力,非常正面,2
106,cake,16,high,4,2,中质量,无吸引力,非常正面,3
106,cake,20,low,4,1,高质量,有吸引力,非常正面,4
106,sandwich,30,high,2,2,高质量,有吸引力,非常正面,5
106,sandwich,16,low,2,1,低质量,无吸引力,非常正面,6
106,donut,20,high,1,1,中质量,有吸引力,非常正面,7
106,donut,15,low,1,2,中质量,无吸引力,非常正面,8
107,wine,20,high,4,1,中质量,有吸引力,正面,1
107,wine,30,low,4,2,低质量,无吸引力,正面,2
107,cake,10,high,2,1,中质量,无吸引力,正面,3
107,cake,16,low,2,2,高质量,有吸引力,正面,4
107,sandwich,20,high,3,1,高质量,有吸引力,正面,5
107,sandwich,25,low,3,2,中质量,无吸引力,正面,6
107,donut,15,high,1,1,中质量,有吸引力,正面,7
107,donut,15,low,1,2,低质量,无吸引力,正面,8
108,wine,30,high,2,2,中质量,有吸引力,非常正面,1
