participant,type,score,memory_score,image_memory_order,food_order,quality,attract,mood,image_id
108,wine,15,low,2,1,低质量,无吸引力,非常正面,2
108,cake,30,high,3,2,中质量,有吸引力,非常正面,3
108,cake,10,low,3,1,中质量,无吸引力,非常正面,4
108,sandwich,30,high,4,1,中质量,有吸引力,非常正面,5
108,sandwich,10,low,4,2,低质量,无吸引力,非常正面,6
108,donut,20,high,1,1,低质量,有吸引力,非常正面,7
108,donut,10,low,1,2,低质量,无吸引力,非常正面,8
109,wine,25,high,1,1,中质量,无吸引力,非常正面,1
109,wine,20,low,1,2,高质量,有吸引力,非常正面,2
109,cake,15,high,3,2,中质量,无吸引力,非常正面,3
109,cake,30,low,3,1,高质量,有吸引力,非常正面,4
109,sandwich,30,high,2,1,高质量,有吸引力,非常正面,5
109,sandwich,15,low,2,2,中质量,无吸引力,非常正面,6
109,donut,20,high,4,1,中质量,有吸引力,非常正面,7
109,donut,15,low,4,2,低质量,无吸引力,非常正面,8
110,wine,10,high,3,2,中质量,无吸引力,非常正面,1
110,wine,12,low,3,1,高质量,有吸引力,非常正面,2
110,cake,18,high,4,2,高质量,有吸引力,非常正面,3
110,cake,13,low,4,1,低质量,无吸引力,非常正面,4
110,sandwich,25,high,2,1,高质量,有吸引力,非常正面,5
110,sandwich,15,low,2,2,中质量,无吸引力,非常正面,6
110,donut,15,high,1,2,中质量,有吸引力,非常正面,7
110,donut,10,low,1,1,低质量,无吸引力,非常正面,8
111,wine,30,high,3,2,中质量,无吸引力,正面,1
111,wine,35,low,3,1,高质量,有吸引力,正面,2
111,cake,15,high,4,1,高质量,无吸引力,正面,3
111,cake,30,low,4,2,高质量,有吸引力,正面,4
111,sandwich,20,high,2,1,高质量,有吸引力,正面,5
111,sandwich,10,low,2,2,中质量,无吸引力,正面,6
111,donut,12,high,1,2,低质量,无区别,正面,7
111,donut,11,low,1,1,低质量,无区别,正面,8
112,wine,20,high,1,1,高质量,有吸引力,非常正面,1
112,wine,15,low,1,2,高质量,无吸引力,非常正面,2
112,cake,32,high,3,1,高质量,有吸引力,非常正面,3
112,cake,15,low,3,2,中质量,无吸引力,非常正面,4
112,sandwich,34,high,4,2,中质量,有吸引力,非常正面,5
112,sandwich,10,low,4,1,高质量,无吸引力,非常正面,6
112,donut,28,high,2,1,高质量,有吸引力,非常正面,7
112,donut,15,low,2,2,中质量,无吸引力,非常正面,8
113,wine,20,high,2,2,中质量,无吸引力,中立,1
113,wine,35,low,2,1,中质量,有吸引力,中立,2
113,cake,40,high,3,2,高质量,有吸引力,中立,3
113,cake,20,low,3,1,低质量,无吸引力,中立,4
113,sandwich,25,high,1,1,中质量,有吸引力,中立,5
113,sandwich,13,low,1,2,低质量,无吸引力,中立,6
113,donut,25,high,4,2,中质量,有吸引力,中立,7
113,donut,10,low,4,1,低质量,无吸引力,中立,8
114,wine,23,high,2,1,中质量,无吸引力,正面,1
114,wine,25,low,2,2,中质量,有吸引力,正面,2
114,cake,15,high,4,1,中质量,无吸引力,正面,3
114,cake,12,low,4,2,高质量,有吸引力,正面,4
114,sandwich,15,high,3,1,高质量,无吸引力,正面,5
114,sandwich,16,low,3,2,中质量,有吸引力,正面,6
114,donut,16,high,1,1,高质量,有吸引力,正面,7
114,donut,15,low,1,2,高质量,无吸引力,正面,8
115,wine,28,high,3,2,中质量,无吸引力,正面,1
115,wine,20,low,3,1,中质量,有吸引力,正面,2
115,cake,25,high,2,2,中质量,有吸引力,正面,3
115,cake,30,low,2,1,低质量,无吸引力,正面,4
115,sandwich,32,high,4,1,中质量,无吸引力,正面,5
115,sandwich,24,low,4,2,高质量,有吸引力,正面,6
115,donut,22,high,1,1,中质量,无吸引力,正面,7
115,donut,19,low,1,2,高质量,有吸引力,正面,8
116,wine,10,high,4,1,低质量,有吸引力,非常正面,1
116,wine,10,low,4,2,中质量,无吸引力,非常正面,2
116,cake,10,high,2,1,中质量,无吸引力,非常正面,3
116,cake,13,low,2,2,中质量,有吸引力,非常正面,4
116,sandwich,12,high,1,2,中质量,有吸引力,非常正面,5
116,sandwich,12,low,1,1,中质量,无吸引力,非常正面,6
116,donut,10,high,3,1,低质量,无区别,非常正面,7
116,donut,10,low,3,2,低质量,无区别,非常正面,8
117,wine,10,high,2,1,中质量,无吸引力,正面,1
117,wine,15,low,2,2,中质量,有吸引力,正面,2
117,cake,15,high,3,1,高质量,有吸引力,正面,3
117,cake,10,low,3,2,中质量,无吸引力,正面,4
117,sandwich,20,high,1,2,高质量,有吸引力,正面,5
117,sandwich,15,low,1,1,高质量,无吸引力,正面,6
117,donut,20,high,4,1,中质量,有吸引力,正面,7
117,donut,15,low,4,2,中质量,无吸引力,正面,8
118,wine,20,high,4,1,中质量,有吸引力,正面,1
118,wine,20,low,4,2,低质量,无吸引力,正面,2
118,cake,30,high,3,1,高质量,有吸引力,正面,3
118,cake,20,low,3,2,低质量,无吸引力,正面,4
118,sandwich,20,high,2,1,中质量,无吸引力,正面,5
118,sandwich,30,low,2,2,高质量,有吸引力,正面,6
118,donut,20,high,1,1,中质量,无吸引力,正面,7
118,donut,10,low,1,2,中质量,有吸引力,正面,8
119,wine,12,high,1,2,中质量,无吸引力,正面,1
119,wine,10,low,1,1,高质量,有吸引力,正面,2
119,cake,15,high,2,1,高质量,有吸引力,正面,3
119,cake,13,low,2,2,中质量,无吸引力,正面,4
119,sandwich,24,high,4,2,高质量,有吸引力,正面,5
119,sandwich,28,low,4,1,中质量,无吸引力,正面,6
119,donut,21,high,3,1,中质量,有吸引力,正面,7
119,donut,17,low,3,2,高质量,无吸引力,正面,8
120,wine,25,high,2,1,中质量,无区别,正面,1
120,wine,15,low,2,2,中质量,无区别,正面,2
120,cake,28,high,1,2,高质量,有吸引力,正面,3
120,cake,11,low,1,1,低质量,无吸引力,正面,4
120,sandwich,25,high,4,1,高质量,有吸引力,正面,5
120,sandwich,20,low,4,2,中质量,无吸引力,正面,6
120,donut,30,high,3,2,高质量,有吸引力,正面,7
120,donut,15,low,3,1,中质量,无吸引力,正面,8
121,wine,22,high,3,2,低质量,无吸引力,正面,1
121,wine,25,low,3,1,中质量,有吸引力,正面,2
121,cake,20,high,4,2,高质量,有吸引力,正面,3
121,cake,30,low,4,1,高质量,无吸引力,正面,4
121,sandwich,15,high,2,2,高质量,无吸引力,正面,5
121,sandwich,25,low,2,1,低质量,有吸引力,正面,6
121,donut,10,high,1,2,中质量,有吸引力,正面,7
121,donut,16,low,1,1,中质量,无吸引力,正面,8
122,wine,20,high,1,2,中质量,有吸引力,正面,1
122,wine,12,low,1,1,中质量,无吸引力,正面,2
122,cake,15,high,4,2,高质量,有吸引力,正面,3
122,cake,10,low,4,1,低质量,无吸引力,正面,4
122,sandwich,20,high,3,1,高质量,有吸引力,正面,5
122,sandwich,14,low,3,2,中质量,无吸引力,正面,6
122,donut,15,high,2,1,中质量,有吸引力,正面,7
122,donut,12,low,2,2,高质量,无吸引力,正面,8
123,wine,25,high,2,2,高质量,有吸引力,正面,1
123,wine,10,low,2,1,中质量,无吸引力,正面,2
123,cake,12,high,3,1,高质量,有吸引力,正面,3
123,cake,18,low,3,2,低质量,无吸引力,正面,4
123,sandwich,12,high,1,1,中质量,无吸引力,正面,5
123,sandwich,15,low,1,2,中质量,有吸引力,正面,6
123,donut,10,high,4,2,低质量,无区别,正面,7
123,donut,10,low,4,1,低质量,无区别,正面,8
124,wine,50,high,4,1,中质量,有吸引力,非常正面,1
124,wine,30,low,4,2,高质量,无吸引力,非常正面,2
124,cake,50,high,1,2,中质量,有吸引力,非常正面,3
124,cake,15,low,1,1,高质量,无吸引力,非常正面,4
124,sandwich,30,high,3,2,高质量,有吸引力,非常正面,5
124,sandwich,15,low,3,1,高质量,无吸引力,非常正面,6
124,donut,40,high,2,2,高质量,有吸引力,非常正面,7
124,donut,15,low,2,1,高质量,无吸引力,非常正面,8
125,wine,15,high,4,1,高质量,无吸引力,非常正面,1
125,wine,30,low,4,2,高质量,有吸引力,非常正面,2
125,cake,20,high,2,2,高质量,有吸引力,非常正面,3
125,cake,10,low,2,1,中质量,无吸引力,非常正面,4
125,sandwich,30,high,1,1,高质量,有吸引力,非常正面,5
125,sandwich,10,low,1,2,中质量,无吸引力,非常正面,6
125,donut,10,high,3,2,中质量,无吸引力,非常正面,7
125,donut,20,low,3,1,高质量,有吸引力,非常正面,8
126,wine,15,high,3,2,中质量,无吸引力,正面,1
126,wine,20,low,3,1,中质量,有吸引力,正面,2
126,cake,18,high,1,1,中质量,无吸引力,正面,3
126,cake,20,low,1,2,高质量,有吸引力,正面,4
126,sandwich,22,high,2,1,高质量,有吸引力,正面,5
126,sandwich,17,low,2,2,低质量,无吸引力,正面,6
126,donut,15,high,4,1,中质量,有吸引力,正面,7
126,donut,13,low,4,2,中质量,无吸引力,正面,8
127,wine,42,high,2,2,中质量,有吸引力,非常正面,1
127,wine,38,low,2,1,高质量,无吸引力,非常正面,2
127,cake,46,high,4,2,中质量,有吸引力,非常正面,3
127,cake,20,low,4,1,中质量,无吸引力,非常正面,4
127,sandwich,12,high,3,1,低质量,无吸引力,非常正面,5
127,sandwich,30,low,3,2,高质量,有吸引力,非常正面,6
127,donut,43,high,1,1,高质量,有吸引力,非常正面,7
127,donut,11,low,1,2,低质量,无吸引力,非常正面,8
128,wine,40,high,3,2,中质量,有吸引力,非常正面,1
128,wine,35,low,3,1,中质量,无吸引力,非常正面,2
128,cake,25,high,1,1,中质量,有吸引力,非常正面,3
128,cake,35,low,1,2,中质量,无吸引力,非常正面,4
128,sandwich,30,high,2,1,高质量,有吸引力,非常正面,5
128,sandwich,20,low,2,2,高质量,无吸引力,非常正面,6
128,donut,30,high,4,2,高质量,有吸引力,非常正面,7
128,donut,15,low,4,1,低质量,无吸引力,非常正面,8
129,wine,25,high,1,1,高质量,无区别,中立,1
129,wine,35,low,1,2,中质量,无区别,中立,2
129,cake,25,high,4,1,高质量,有吸引力,中立,3
129,cake,25,low,4,2,中质量,无吸引力,中立,4
129,sandwich,15,high,3,1,中质量,无区别,中立,5
129,sandwich,12,low,3,2,中质量,无区别,中立,6
129,donut,15,high,2,2,中质量,有吸引力,中立,7
129,donut,10,low,2,1,中质量,无吸引力,中立,8
130,wine,15,high,3,2,中质量,有吸引力,中立,1
130,wine,18,low,3,1,低质量,无吸引力,中立,2
130,cake,25,high,1,1,中质量,有吸引力,中立,3
130,cake,18,low,1,2,低质量,无吸引力,中立,4
130,sandwich,20,high,2,1,中质量,有吸引力,中立,5
130,sandwich,15,low,2,2,低质量,无吸引力,中立,6
130,donut,16,high,4,2,低质量,有吸引力,中立,7
130,donut,12,low,4,1,低质量,无吸引力,中立,8
131,wine,35,high,3,1,中质量,无吸引力,中立,1
131,wine,32,low,3,2,中质量,有吸引力,中立,2
131,cake,28,high,4,2,高质量,有吸引力,中立,3
131,cake,15,low,4,1,低质量,无吸引力,中立,4
131,sandwich,23,high,2,2,高质量,有吸引力,中立,5
131,sandwich,20,low,2,1,中质量,无吸引力,中立,6
131,donut,15,high,1,1,中质量,无区别,中立,7
131,donut,15,low,1,2,低质量,无区别,中立,8
132,wine,40,high,1,1,高质量,无区别,正面,1
132,wine,30,low,1,2,中质量,无区别,正面,2
132,cake,20,high,3,2,高质量,有吸引力,正面,3
132,cake,30,low,3,1,中质量,无吸引力,正面,4
132,sandwich,40,high,2,1,中质量,无吸引力,正面,5
132,sandwich,20,low,2,2,高质量,有吸引力,正面,6
132,donut,30,high,4,1,中质量,有吸引力,正面,7
132,donut,20,low,4,2,中质量,无吸引力,正面,8
133,wine,15,high,2,1,低质量,无吸引力,中立,1
133,wine,20,low,2,2,中质量,有吸引力,中立,2
133,cake,30,high,4,1,高质量,有吸引力,中立,3
133,cake,10,low,4,2,低质量,无吸引力,中立,4
133,sandwich,15,high,1,1,中质量,有吸引力,中立,5
133,sandwich,10,low,1,2,低质量,无吸引力,中立,6
133,donut,10,high,3,1,低质量,无区别,中立,7
133,donut,10,low,3,2,低质量,无区别,中立,8
134,wine,15,high,3,2,中质量,有吸引力,中立,1
134,wine,10,low,3,1,中质量,无吸引力,中立,2
134,cake,10,high,4,1,高质量,有吸引力,中立,3
134,cake,15,low,4,2,中质量,无吸引力,中立,4
134,sandwich,12,high,1,1,中质量,无区别,中立,5
134,sandwich,15,low,1,2,中质量,无区别,中立,6
134,donut,15,high,2,1,中质量,有吸引力,中立,7
134,donut,10,low,2,2,低质量,无吸引力,中立,8
135,wine,35,high,2,1,中质量,有吸引力,中立,1
135,wine,30,low,2,2,低质量,无吸引力,中立,2
135,cake,10,high,4,1,中质量,无吸引力,中立,3
135,cake,10,low,4,2,低质量,有吸引力,中立,4
135,sandwich,20,high,3,1,高质量,有吸引力,中立,5
135,sandwich,20,low,3,2,中质量,无吸引力,中立,6
135,donut,12,high,1,2,低质量,无区别,中立,7
135,donut,10,low,1,1,低质量,无区别,中立,8
136,wine,35,high,2,1,中质量,有吸引力,中立,1
136,wine,30,low,2,2,中质量,无吸引力,中立,2
136,cake,20,high,4,2,中质量,无吸引力,中立,3
136,cake,15,low,4,1,低质量,有吸引力,中立,4
136,sandwich,25,high,3,2,高质量,有吸引力,中立,5
136,sandwich,15,low,3,1,中质量,无吸引力,中立,6
136,donut,15,high,1,1,低质量,无区别,中立,7
136,donut,10,low,1,2,低质量,无区别,中立,8
137,wine,26,high,4,1,高质量,有吸引力,正面,1
137,wine,22,low,4,2,中质量,无吸引力,正面,2
137,cake,25,high,2,1,中质量,有吸引力,正面,3
137,cake,18,low,2,2,中质量,无吸引力,正面,4
137,sandwich,30,high,1,2,中质量,无区别,正面,5
137,sandwich,28,low,1,1,中质量,无区别,正面,6
137,donut,28,high,3,1,高质量,无区别,正面,7
137,donut,28,low,3,2,中质量,无区别,正面,8
138,wine,10,high,1,2,低质量,无吸引力,正面,1
138,wine,15,low,1,1,中质量,有吸引力,正面,2
138,cake,10,high,2,1,中质量,有吸引力,正面,3
138,cake,10,low,2,2,低质量,无吸引力,正面,4
138,sandwich,10,high,3,1,低质量,无吸引力,正面,5
138,sandwich,20,low,3,2,中质量,有吸引力,正面,6
138,donut,15,high,4,2,中质量,有吸引力,正面,7
138,donut,10,low,4,1,低质量,无吸引力,正面,8
139,wine,16,high,3,1,低质量,无吸引力,正面,1
139,wine,18,low,3,2,中质量,有吸引力,正面,2
139,cake,20,high,1,1,低质量,有吸引力,正面,3
139,cake,10,low,1,2,低质量,无吸引力,正面,4
139,sandwich,12,high,4,1,低质量,无区别,正面,5
139,sandwich,15,low,4,2,低质量,无区别,正面,6
139,donut,17,high,2,2,高质量,有吸引力,正面,7
139,donut,10,low,2,1,低质量,无吸引力,正面,8
140,wine,25,high,4,1,高质量,无吸引力,中立,1
140,wine,16,low,4,2,低质量,有吸引力,中立,2
140,cake,36,high,1,2,低质量,有吸引力,中立,3
140,cake,27,low,1,1,高质量,无吸引力,中立,4
140,sandwich,27,high,3,2,低质量,无区别,中立,5
140,sandwich,29,low,3,1,中质量,无区别,中立,6
140,donut,46,high,2,1,高质量,无吸引力,中立,7
140,donut,38,low,2,2,中质量,有吸引力,中立,8
141,wine,30,high,4,2,低质量,无吸引力,正面,1
141,wine,30,low,4,1,中质量,有吸引力,正面,2
141,cake,15,high,1,1,低质量,有吸引力,正面,3
141,cake,15,low,1,2,低质量,无吸引力,正面,4
141,sandwich,20,high,2,2,中质量,有吸引力,正面,5
141,sandwich,20,low,2,1,中质量,无吸引力,正面,6
141,donut,25,high,3,2,中质量,有吸引力,正面,7
141,donut,15,low,3,1,低质量,无吸引力,正面,8
142,wine,35,high,1,1,高质量,无吸引力,非常正面,1
142,wine,30,low,1,2,中质量,有吸引力,非常正面,2
142,cake,34,high,2,1,中质量,无吸引力,非常正面,3
142,cake,30,low,2,2,低质量,有吸引力,非常正面,4
142,sandwich,40,high,3,1,中质量,有吸引力,非常正面,5
142,sandwich,25,low,3,2,中质量,无吸引力,非常正面,6
142,donut,30,high,4,2,中质量,有吸引力,非常正面,7
142,donut,25,low,4,1,高质量,无吸引力,非常正面,8
143,wine,20,high,3,1,高质量,有吸引力,正面,1
143,wine,25,low,3,2,中质量,无吸引力,正面,2
143,cake,10,high,4,2,高质量,无吸引力,正面,3
143,cake,25,low,4,1,高质量,有吸引力,正面,4
143,sandwich,20,high,1,1,中质量,无区别,正面,5
143,sandwich,20,low,1,2,中质量,无区别,正面,6
143,donut,25,high,2,2,中质量,有吸引力,正面,7
143,donut,15,low,2,1,中质量,无吸引力,正面,8
144,wine,11,high,3,1,中质量,无区别,正面,1
144,wine,12,low,3,2,中质量,无区别,正面,2
144,cake,10,high,4,1,低质量,有吸引力,正面,3
144,cake,12,low,4,2,高质量,无吸引力,正面,4
144,sandwich,15,high,2,2,低质量,有吸引力,正面,5
144,sandwich,10,low,2,1,高质量,无吸引力,正面,6
144,donut,13,high,1,2,高质量,无吸引力,正面,7
144,donut,12,low,1,1,中质量,有吸引力,正面,8
145,wine,15,high,1,2,中质量,无吸引力,非常正面,1
145,wine,20,low,1,1,中质量,有吸引力,非常正面,2
145,cake,22,high,2,1,中质量,有吸引力,非常正面,3
145,cake,11,low,2,2,低质量,无吸引力,非常正面,4
145,sandwich,30,high,3,2,中质量,有吸引力,非常正面,5
145,sandwich,15,low,3,1,低质量,无吸引力,非常正面,6
145,donut,17,high,4,2,中质量,有吸引力,非常正面,7
145,donut,10,low,4,1,低质量,无吸引力,非常正面,8
146,wine,20,high,2,2,高质量,有吸引力,非常正面,1
146,wine,11,low,2,1,中质量,无吸引力,非常正面,2
146,cake,30,high,3,2,高质量,有吸引力,非常正面,3
146,cake,12,low,3,1,中质量,无吸引力,非常正面,4
146,sandwich,30,high,4,2,高质量,有吸引力,非常正面,5
146,sandwich,10,low,4,1,高质量,无吸引力,非常正面,6
146,donut,20,high,1,1,高质量,有吸引力,非常正面,7
146,donut,10,low,1,2,中质量,无吸引力,非常正面,8
147,wine,25,high,3,2,高质量,有吸引力,中立,1
147,wine,15,low,3,1,高质量,无吸引力,中立,2
147,cake,20,high,2,2,中质量,有吸引力,中立,3
147,cake,10,low,2,1,中质量,无吸引力,中立,4
147,sandwich,30,high,4,1,高质量,无吸引力,中立,5
147,sandwich,25,low,4,2,中质量,有吸引力,中立,6
147,donut,10,high,1,2,中质量,无区别,中立,7
147,donut,10,low,1,1,中质量,无区别,中立,8
148,wine,20,high,1,1,高质量,无吸引力,中立,1
148,wine,25,low,1,2,高质量,有吸引力,中立,2
148,cake,15,high,3,2,中质量,有吸引力,中立,3
148,cake,15,low,3,1,低质量,无吸引力,中立,4
148,sandwich,20,high,4,1,中质量,无吸引力,中立,5
148,sandwich,25,low,4,2,高质量,有吸引力,中立,6
148,donut,20,high,2,2,中质量,有吸引力,中立,7
148,donut,15,low,2,1,低质量,无吸引力,中立,8
149,wine,30,high,1,2,高质量,有吸引力,非常正面,1
149,wine,25,low,1,1,高质量,无吸引力,非常正面,2
149,cake,16,high,3,1,中质量,无吸引力,非常正面,3
149,cake,36,low,3,2,中质量,有吸引力,非常正面,4
149,sandwich,23,high,4,2,中质量,无吸引力,非常正面,5
149,sandwich,41,low,4,1,中质量,有吸引力,非常正面,6
149,donut,21,high,2,2,中质量,有吸引力,非常正面,7
149,donut,28,low,2,1,中质量,无吸引力,非常正面,8
150,wine,18,high,2,2,中质量,无区别,正面,1
150,wine,16,low,2,1,中质量,无区别,正面,2
150,cake,12,high,1,1,中质量,无吸引力,正面,3
150,cake,22,low,1,2,高质量,有吸引力,正面,4
150,sandwich,18,high,4,1,高质量,有吸引力,正面,5
150,sandwich,22,low,4,2,中质量,无吸引力,正面,6
150,donut,16,high,3,2,低质量,无吸引力,正面,7
150,donut,18,low,3,1,中质量,有吸引力,正面,8
151,wine,24,high,4,2,高质量,无区别,中立,1
151,wine,37,low,4,1,中质量,无区别,中立,2
151,cake,34,high,2,1,中质量,无吸引力,中立,3
151,cake,26,low,2,2,低质量,有吸引力,中立,4
151,sandwich,39,high,1,1,低质量,有吸引力,中立,5
151,sandwich,28,low,1,2,中质量,无吸引力,中立,6
151,donut,37,high,3,1,高质量,无区别,中立,7
151,donut,27,low,3,2,高质量,无区别,中立,8
152,wine,15,high,1,2,中质量,无吸引力,正面,1
152,wine,15,low,1,1,中质量,有吸引力,正面,2
152,cake,10,high,2,2,低质量,无吸引力,正面,3
152,cake,20,low,2,1,中质量,有吸引力,正面,4
152,sandwich,30,high,4,2,高质量,有吸引力,正面,5
152,sandwich,20,low,4,1,高质量,无吸引力,正面,6
152,donut,35,high,3,1,高质量,有吸引力,正面,7
152,donut,10,low,3,2,低质量,无吸引力,正面,8
153,wine,20,high,3,1,中质量,无吸引力,非常正面,1
153,wine,12,low,3,2,中质量,有吸引力,非常正面,2
153,cake,26,high,2,1,中质量,有吸引力,非常正面,3
153,cake,23,low,2,2,高质量,无吸引力,非常正面,4
153,sandwich,10,high,1,2,低质量,无吸引力,非常正面,5
153,sandwich,20,low,1,1,高质量,有吸引力,非常正面,6
153,donut,10,high,4,1,中质量,无吸引力,非常正面,7
153,donut,30,low,4,2,低质量,有吸引力,非常正面,8
154,wine,14,high,3,2,高质量,无吸引力,中立,1
154,wine,16,low,3,1,中质量,有吸引力,中立,2
154,cake,15,high,1,1,高质量,有吸引力,中立,3
154,cake,11,low,1,2,低质量,无吸引力,中立,4
154,sandwich,15,high,2,1,高质量,有吸引力,中立,5
154,sandwich,11,low,2,2,低质量,无吸引力,中立,6
154,donut,15,high,4,2,中质量,有吸引力,中立,7
154,donut,12,low,4,1,低质量,无吸引力,中立,8
155,wine,14,high,4,1,中质量,无吸引力,负面,1
155,wine,15,low,4,2,高质量,有吸引力,负面,2
155,cake,22,high,2,1,中质量,无吸引力,负面,3
155,cake,21,low,2,2,中质量,有吸引力,负面,4
155,sandwich,23,high,1,2,中质量,无吸引力,负面,5
155,sandwich,24,low,1,1,中质量,有吸引力,负面,6
155,donut,13,high,3,1,中质量,无吸引力,负面,7
155,donut,12,low,3,2,中质量,有吸引力,负面,8
156,wine,20,high,3,2,中质量,无区别,正面,1
156,wine,25,low,3,1,低质量,无区别,正面,2
156,cake,15,high,1,2,中质量,无吸引力,正面,3
156,cake,16,low,1,1,高质量,有吸引力,正面,4
156,sandwich,10,high,4,1,低质量,无吸引力,正面,5
156,sandwich,12,low,4,2,低质量,有吸引力,正面,6
156,donut,10,high,2,1,低质量,无区别,正面,7
156,donut,10,low,2,2,中质量,无区别,正面,8
157,wine,20,high,3,1,低质量,有吸引力,正面,1
157,wine,25,low,3,2,高质量,无吸引力,正面,2
157,cake,30,high,2,1,高质量,有吸引力,正面,3
157,cake,22,low,2,2,低质量,无吸引力,正面,4
157,sandwich,28,high,4,2,高质量,有吸引力,正面,5
157,sandwich,20,low,4,1,中质量,无吸引力,正面,6
157,donut,30,high,1,1,中质量,有吸引力,正面,7
157,donut,20,low,1,2,低质量,无吸引力,正面,8
158,wine,20,high,4,2,中质量,有吸引力,正面,1
158,wine,15,low,4,1,中质量,无吸引力,正面,2
158,cake,30,high,2,2,高质量,有吸引力,正面,3
158,cake,20,low,2,1,低质量,无吸引力,正面,4
158,sandwich,25,high,1,1,中质量,有吸引力,正面,5
158,sandwich,15,low,1,2,低质量,无吸引力,正面,6
158,donut,20,high,3,2,高质量,有吸引力,正面,7
158,donut,15,low,3,1,低质量,无吸引力,正面,8
159,wine,21,high,3,1,低质量,无吸引力,非常正面,1
159,wine,26,low,3,2,中质量,有吸引力,非常正面,2
159,cake,15,high,4,1,高质量,无吸引力,非常正面,3
159,cake,20,low,4,2,高质量,有吸引力,非常正面,4
159,sandwich,25,high,2,2,中质量,有吸引力,非常正面,5
159,sandwich,18,low,2,1,中质量,无吸引力,非常正面,6
159,donut,26,high,1,2,中质量,无吸引力,非常正面,7
159,donut,20,low,1,1,高质量,有吸引力,非常正面,8
160,wine,34,high,2,1,中质量,有吸引力,非常负面,1
160,wine,19,low,2,2,中质量,无吸引力,非常负面,2
160,cake,22,high,4,2,中质量,无区别,非常负面,3
160,cake,10,low,4,1,中质量,无区别,非常负面,4
160,sandwich,25,high,3,2,中质量,无吸引力,非常负面,5
160,sandwich,16,low,3,1,低质量,有吸引力,非常负面,6
160,donut,24,high,1,2,高质量,有吸引力,非常负面,7
160,donut,29,low,1,1,低质量,无吸引力,非常负面,8
