Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Info_Q1,Info_Q2,Info_Q3,Info_Q4,Info_Q5,Info_Q6,Info_Q7,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,Que_Q15,Que_Q16,Que_Q17,NodeId,Node,Que_Q2_1,Que_Q3_1,Que_Q4_1,Que_Q5_1,NodeId,Node,Que_Q2_item1,Que_Q2_item2,Que_Q3_item1,Que_Q3_item2,Que_Q4_item1,Que_Q4_item2,Que_Q5_item1,Que_Q5_item2
35,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,低质量,高质量,中质量,低质量,中质量,高质量,低质量,中质量,图片1,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,30,18,15,20,"	869530358285213697",图片展示和支付意愿,12,15,12,16,18,12,16,11
36,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,高中毕业或同等学历,自由职业,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,高质量,中质量,低质量,中质量,高质量,低质量,中质量,图片2,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,25,15,12,15,"	869530358285213697",图片展示和支付意愿,20,18,15,13,25,18,24,16
37,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,高质量,低质量,中质量,低质量,高质量,高质量,低质量,低质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,41,26,25,24,"	869530358285213697",图片展示和支付意愿,15,25,30,15,22,15,25,10
38,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,中质量,低质量,高质量,中质量,中质量,低质量,高质量,中质量,图片1,图片2,图片1,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,22,25,35,"	869530358285213697",图片展示和支付意愿,20,35,30,15,10,20,15,10
39,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥500000到￥1000000,已婚,1个,"	869530354933964801",其他测试,正面,低质量,低质量,中质量,中质量,高质量,高质量,中质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,16,27,41,"	869530358285213697",图片展示和支付意愿,35,30,35,25,25,20,15,10
40,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,中质量,低质量,高质量,中质量,高质量,高质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,见过,见过,见过,"	869530357895143426",支付意愿评估,20,20,15,10,"	869530358285213697",图片展示和支付意愿,25,10,15,10,30,18,23,12
41,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,高质量,低质量,高质量,高质量,低质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,35,15,10,20,"	869530358285213697",图片展示和支付意愿,15,20,15,10,20,10,15,10
42,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,低质量,中质量,高质量,中质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,26,21,21,18,"	869530358285213697",图片展示和支付意愿,26,30,32,25,31,27,34,22
43,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,中质量,低质量,高质量,高质量,高质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	869530357895143426",支付意愿评估,40,15,15,20,"	869530358285213697",图片展示和支付意愿,15,20,25,20,25,30,25,10
44,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,中质量,高质量,高质量,中质量,高质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,22,13,16,12,"	869530358285213697",图片展示和支付意愿,20,22,24,11,27,22,25,15
45,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,硕士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,中质量,低质量,中质量,中质量,高质量,高质量,中质量,低质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,39,22,20,12,"	869530358285213697",图片展示和支付意愿,45,30,40,20,20,10,20,10
46,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,少于￥50000,已婚,1个,"	869530354933964801",其他测试,非常正面,中质量,中质量,中质量,中质量,中质量,高质量,高质量,中质量,图片1,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,22,15,12,21,"	869530358285213697",图片展示和支付意愿,15,20,16,10,15,25,22,12
47,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,无,"	869530354933964801",其他测试,正面,低质量,中质量,高质量,低质量,中质量,高质量,中质量,中质量,图片1,图片1,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,15,12,12,13,"	869530358285213697",图片展示和支付意愿,20,35,15,25,18,25,15,10
48,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,高质量,低质量,中质量,低质量,高质量,中质量,低质量,中质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,35,25,15,20,"	869530358285213697",图片展示和支付意愿,30,15,25,10,25,20,20,15
49,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,低质量,高质量,高质量,中质量,中质量,高质量,中质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,31,19,14,13,"	869530358285213697",图片展示和支付意愿,10,20,15,20,30,20,19,15
50,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,35-44岁,男,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,高质量,高质量,高质量,高质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,34,26,23,22,"	869530358285213697",图片展示和支付意愿,22,25,30,22,27,20,26,22
51,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,硕士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,低质量,高质量,中质量,高质量,高质量,高质量,中质量,图片1,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,43,23,25,24,"	869530358285213697",图片展示和支付意愿,30,20,35,10,15,10,20,10
52,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,高质量,中质量,中质量,高质量,中质量,中质量,低质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,见过,未见过,见过,未见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,30,19,22,15,"	869530358285213697",图片展示和支付意愿,30,25,30,20,28,30,32,28
53,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,高质量,中质量,低质量,高质量,高质量,低质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,18,10,14,14,"	869530358285213697",图片展示和支付意愿,18,12,20,12,20,10,16,10
54,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,低质量,高质量,中质量,高质量,高质量,中质量,高质量,图片1,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,见过,见过,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,30,21,19,16,"	869530358285213697",图片展示和支付意愿,18,25,38,20,20,38,25,30
55,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,低质量,中质量,中质量,高质量,中质量,低质量,中质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,15,14,12,14,"	869530358285213697",图片展示和支付意愿,26,13,25,11,24,12,29,12
56,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,少于￥50000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,低质量,低质量,中质量,中质量,高质量,高质量,中质量,高质量,无区别,图片2,图片2,图片1,"	869530356360028161",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	869530357895143426",支付意愿评估,31,15,19,26,"	869530358285213697",图片展示和支付意愿,50,30,15,10,20,15,15,18
57,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,无,"	869530354933964801",其他测试,中立,中质量,中质量,低质量,中质量,高质量,中质量,高质量,高质量,图片2,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,42,44,46,"	869530358285213697",图片展示和支付意愿,20,15,10,15,10,15,15,2
58,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,高质量,中质量,高质量,中质量,高质量,中质量,高质量,高质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,未见过,"	869530357895143426",支付意愿评估,28,24,24,27,"	869530358285213697",图片展示和支付意愿,20,35,20,10,20,35,15,25
59,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,中质量,高质量,高质量,中质量,高质量,高质量,中质量,图片2,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,20,15,20,"	869530358285213697",图片展示和支付意愿,15,20,30,20,15,15,15,10
60,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,高质量,低质量,低质量,高质量,中质量,中质量,高质量,图片1,图片1,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,41,15,15,12,"	869530358285213697",图片展示和支付意愿,18,15,22,26,20,22,12,13
61,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,硕士学位,自由职业,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,高质量,高质量,中质量,高质量,高质量,图片2,图片2,图片1,图片1,"	869530356360028161",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	869530357895143426",支付意愿评估,41,47,43,50,"	869530358285213697",图片展示和支付意愿,50,45,45,50,25,50,36,28
62,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,低质量,高质量,中质量,中质量,高质量,高质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,38,24,21,15,"	869530358285213697",图片展示和支付意愿,20,15,22,15,30,25,10,10
63,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,低质量,中质量,中质量,低质量,中质量,高质量,中质量,中质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,24,16,16,16,"	869530358285213697",图片展示和支付意愿,18,18,25,20,25,20,18,15
64,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,中质量,高质量,中质量,高质量,高质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,32,28,26,23,"	869530358285213697",图片展示和支付意愿,23,26,34,28,23,27,29,25
65,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,高质量,高质量,中质量,中质量,高质量,中质量,高质量,高质量,图片1,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,20,30,20,"	869530358285213697",图片展示和支付意愿,15,10,30,20,30,20,15,20
66,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,高质量,高质量,中质量,高质量,中质量,低质量,中质量,图片1,图片1,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,21,14,14,12,"	869530358285213697",图片展示和支付意愿,12,8,15,15,18,15,8,6
67,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,高质量,中质量,高质量,低质量,中质量,高质量,中质量,高质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,19,14,20,18,"	869530358285213697",图片展示和支付意愿,12,15,16,20,25,15,30,13
68,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,中质量,高质量,高质量,高质量,中质量,高质量,中质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,31,22,19,19,"	869530358285213697",图片展示和支付意愿,20,35,30,23,15,25,20,20
69,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,低质量,低质量,低质量,高质量,中质量,低质量,中质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,见过,见过,见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,25,16,19,"	869530358285213697",图片展示和支付意愿,12,15,20,20,15,10,20,15
70,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,自由职业,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,高质量,高质量,中质量,高质量,中质量,中质量,高质量,图片1,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,见过,未见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,43,27,20,14,"	869530358285213697",图片展示和支付意愿,15,17,10,20,18,11,20,15
71,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,中立,低质量,中质量,低质量,低质量,低质量,中质量,低质量,低质量,图片2,图片2,无区别,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,25,18,12,"	869530358285213697",图片展示和支付意愿,18,12,12,12,22,22,20,18
72,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,35-44岁,男,学士学位,自由职业,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,中立,低质量,低质量,中质量,中质量,中质量,中质量,低质量,高质量,图片1,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,见过,见过,未见过,未见过,见过,未见过,未见过,见过,未见过,未见过,未见过,"	869530357895143426",支付意愿评估,11,12,15,13,"	869530358285213697",图片展示和支付意愿,12,15,20,5,15,15,10,12
