Num,Subject IDs,Time,Duration,Source,Source Details,IP,NodeId,Node,Info_Q1,Info_Q2,Info_Q3,Info_Q4,Info_Q5,Info_Q6,Info_Q7,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,Que_Q15,Que_Q16,Que_Q17,NodeId,Node,Que_Q2_1,Que_Q3_1,Que_Q4_1,Que_Q5_1,NodeId,Node,Que_Q2_item1,Que_Q2_item2,Que_Q3_item1,Que_Q3_item2,Que_Q4_item1,Que_Q4_item2,Que_Q5_item1,Que_Q5_item2
41,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,低质量,高质量,高质量,低质量,高质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,12,10,14,13,"	865248536340602882",图片展示和支付意愿,14,16,15,11,15,11,15,12
42,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,负面,中质量,中质量,高质量,中质量,中质量,中质量,中质量,中质量,图片1,图片1,图片1,图片1,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,20,22,19,12,"	865248536340602882",图片展示和支付意愿,14,15,22,21,23,24,13,12
43,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
44,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,全职工作,￥50000到￥100000,已婚,无,"	865248533438144513",其他测试,正面,低质量,高质量,低质量,中质量,中质量,低质量,低质量,中质量,无区别,图片1,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,26,16,19,24,"	865248536340602882",图片展示和支付意愿,20,25,15,16,10,12,10,10
45,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,高质量,低质量,高质量,高质量,中质量,低质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,22,17,14,30,"	865248536340602882",图片展示和支付意愿,20,25,30,22,28,20,30,20
46,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥1000000或以上,单身从未结婚,无,"	865248533438144513",其他测试,正面,高质量,低质量,中质量,低质量,高质量,中质量,低质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,40,20,15,15,"	865248536340602882",图片展示和支付意愿,20,15,30,20,25,15,20,15
47,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中毕业或同等学历,自由职业,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,高质量,中质量,高质量,高质量,中质量,中质量,低质量,图片1,图片1,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,18,18,29,19,"	865248536340602882",图片展示和支付意愿,21,26,15,20,25,18,26,20
48,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,硕士学位,兼职工作,￥100000到￥200000,离婚,2个,"	865248533438144513",其他测试,非常负面,高质量,中质量,中质量,低质量,中质量,中质量,低质量,中质量,图片2,无区别,图片1,图片2,"	865248534461554690",记忆测试,见过,见过,未见过,见过,未见过,见过,见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,22,19,29,15,"	865248536340602882",图片展示和支付意愿,34,19,22,10,25,16,24,29
49,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,中质量,高质量,低质量,中质量,中质量,低质量,低质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,未见过,见过,见过,未见过,未见过,见过,未见过,未见过,见过,见过,未见过,未见过,未见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,30,10,12,15,"	865248536340602882",图片展示和支付意愿,15,15,20,12,14,20,13,15
50,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,低质量,中质量,中质量,低质量,高质量,中质量,中质量,中质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,见过,见过,见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,21,11,14,10,"	865248536340602882",图片展示和支付意愿,15,10,15,10,20,10,10,10
51,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,37,40,34,29,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
52,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,低质量,中质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,见过,见过,见过,未见过,见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,30,15,20,25,"	865248536340602882",图片展示和支付意愿,30,35,30,25,20,20,25,20
53,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,学士学位,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,中质量,低质量,中质量,低质量,高质量,图片2,图片1,图片2,图片1,"	865248534461554690",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,未见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,21,19,26,21,"	865248536340602882",图片展示和支付意愿,35,20,25,20,30,30,40,30
54,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,低质量,中质量,中质量,低质量,中质量,无区别,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,未见过,见过,见过,未见过,见过,见过,未见过,未见过,未见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,19,14,21,16,"	865248536340602882",图片展示和支付意愿,30,25,15,10,20,15,25,20
55,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,硕士学位,自由职业,￥500000到￥1000000,单身从未结婚,无,"	865248533438144513",其他测试,正面,高质量,中质量,中质量,低质量,高质量,高质量,高质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,未见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,23,17,25,41,"	865248536340602882",图片展示和支付意愿,11,10,30,10,22,16,40,10
56,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,低质量,低质量,中质量,高质量,低质量,中质量,中质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,16,15,15,"	865248536340602882",图片展示和支付意愿,11,15,13,15,12,15,15,13
57,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,硕士学位,自由职业,￥500000到￥1000000,已婚,2个,"	865248533438144513",其他测试,非常正面,中质量,低质量,中质量,低质量,低质量,中质量,中质量,高质量,图片1,图片1,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,50,47,42,34,"	865248536340602882",图片展示和支付意愿,20,20,15,20,13,12,11,12
58,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,高中毕业或同等学历,自由职业,少于￥50000,已婚,1个,"	865248533438144513",其他测试,非常正面,中质量,中质量,高质量,中质量,中质量,高质量,高质量,高质量,图片1,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,30,16,17,21,"	865248536340602882",图片展示和支付意愿,20,50,30,28,18,29,15,18
59,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,1个,"	865248533438144513",其他测试,正面,低质量,低质量,低质量,低质量,低质量,中质量,中质量,高质量,图片2,图片1,图片1,无区别,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,未见过,未见过,未见过,见过,见过,见过,未见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,25,37,37,37,"	865248536340602882",图片展示和支付意愿,34,35,25,35,10,10,16,17
60,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,硕士学位,全职工作,￥200000到￥500000,已婚,2个,"	865248533438144513",其他测试,正面,低质量,中质量,低质量,低质量,中质量,中质量,中质量,中质量,图片1,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,27,25,33,"	865248536340602882",图片展示和支付意愿,32,45,30,15,10,20,20,30
61,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,高质量,高质量,低质量,中质量,高质量,中质量,中质量,图片2,图片1,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,见过,未见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,18,24,19,50,"	865248536340602882",图片展示和支付意愿,18,15,10,15,20,，,20,10
62,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,自由职业,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,高质量,高质量,低质量,低质量,中质量,图片2,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,15,10,10,13,"	865248536340602882",图片展示和支付意愿,15,10,10,10,12,10,10,12
63,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,中质量,高质量,高质量,中质量,中质量,图片1,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,30,15,18,13,"	865248536340602882",图片展示和支付意愿,20,13,18,8,25,15,18,10
64,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中毕业或同等学历,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,低质量,低质量,低质量,低质量,低质量,中质量,低质量,低质量,图片1,图片1,图片2,图片1,"	865248534461554690",记忆测试,未见过,见过,见过,见过,见过,见过,见过,未见过,未见过,见过,见过,未见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,18,16,17,14,"	865248536340602882",图片展示和支付意愿,18,18,10,10,20,10,10,10
65,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中以下,自由职业,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,非常正面,低质量,中质量,低质量,低质量,中质量,低质量,低质量,中质量,无区别,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,50,40,39,41,"	865248536340602882",图片展示和支付意愿,30,22,20,45,50,25,15,10
66,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,高质量,中质量,中质量,中质量,中质量,中质量,图片1,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,25,25,20,22,"	865248536340602882",图片展示和支付意愿,32,25,26,10,20,30,31,10
67,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,中质量,中质量,高质量,高质量,高质量,高质量,高质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,见过,未见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,25,26,28,37,"	865248536340602882",图片展示和支付意愿,25,30,22,25,26,28,40,35
68,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,中立,高质量,中质量,中质量,低质量,高质量,高质量,低质量,中质量,图片2,图片2,图片2,图片1,"	865248534461554690",记忆测试,未见过,见过,见过,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,未见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,24,15,20,10,"	865248536340602882",图片展示和支付意愿,20,15,30,15,20,20,10,10
69,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,高质量,高质量,中质量,高质量,高质量,高质量,高质量,图片2,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,25,11,15,10,"	865248536340602882",图片展示和支付意愿,15,15,10,20,10,15,10,10
70,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,低质量,中质量,中质量,中质量,中质量,图片1,无区别,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,22,22,15,"	865248536340602882",图片展示和支付意愿,15,15,10,15,20,15,10,10
71,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,低质量,中质量,高质量,低质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,未见过,见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,30,12,12,16,"	865248536340602882",图片展示和支付意愿,20,30,20,10,30,12,30,20
72,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,低质量,高质量,中质量,低质量,低质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,未见过,见过,见过,见过,未见过,见过,见过,见过,见过,未见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,28,10,10,13,"	865248536340602882",图片展示和支付意愿,13,15,15,20,25,30,10,10
73,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
74,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,高中以下,自由职业,少于￥50000,已婚,2个,"	865248533438144513",其他测试,正面,高质量,低质量,低质量,高质量,高质量,高质量,低质量,低质量,无区别,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,50,13,20,15,"	865248536340602882",图片展示和支付意愿,15,20,50,20,15,12,15,20
75,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥200000到￥500000,已婚,无,"	865248533438144513",其他测试,正面,中质量,高质量,低质量,低质量,低质量,中质量,高质量,中质量,无区别,图片1,图片1,图片1,"	865248534461554690",记忆测试,见过,见过,见过,未见过,未见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,47,39,48,47,"	865248536340602882",图片展示和支付意愿,36,18,45,34,46,13,19,20
76,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,兼职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,高质量,高质量,低质量,中质量,中质量,高质量,中质量,中质量,图片2,图片1,图片2,图片1,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,28,16,14,15,"	865248536340602882",图片展示和支付意愿,18,12,18,26,22,24,16,18
77,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,高质量,低质量,中质量,中质量,高质量,高质量,高质量,中质量,图片1,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,见过,见过,见过,未见过,见过,见过,见过,"	865248535963115521",支付意愿评估,27,11,21,12,"	865248536340602882",图片展示和支付意愿,10,12,18,10,15,20,40,20
78,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,￥100000到￥200000,已婚,2个,"	865248533438144513",其他测试,非常正面,中质量,低质量,中质量,低质量,高质量,高质量,低质量,高质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,32,19,25,19,"	865248536340602882",图片展示和支付意愿,25,20,35,15,22,15,15,10
79,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,高质量,中质量,高质量,低质量,中质量,高质量,中质量,高质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,25,15,15,10,"	865248536340602882",图片展示和支付意愿,20,15,20,10,25,20,15,10
80,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,兼职工作,少于￥50000,已婚,1个,"	865248533438144513",其他测试,非常正面,高质量,中质量,中质量,高质量,中质量,高质量,中质量,高质量,图片2,图片1,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,13,14,15,"	865248536340602882",图片展示和支付意愿,15,20,200,15,18,13,10,16
81,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,￥1000000或以上,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,高质量,高质量,低质量,中质量,图片1,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,40,20,15,10,"	865248536340602882",图片展示和支付意愿,10,30,15,10,15,10,10,10
82,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,中质量,高质量,中质量,中质量,高质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,44,26,32,21,"	865248536340602882",图片展示和支付意愿,10,20,30,5,35,10,20,8
83,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,兼职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,高质量,中质量,高质量,高质量,中质量,高质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,41,37,40,39,"	865248536340602882",图片展示和支付意愿,20,27,26,28,38,27,27,30
84,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
85,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,兼职工作,￥100000到￥200000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,高质量,中质量,高质量,中质量,中质量,高质量,中质量,图片1,图片2,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,见过,"	865248535963115521",支付意愿评估,38,41,25,28,"	865248536340602882",图片展示和支付意愿,30,30,20,10,30,50,20,10
